id_pdc_itinerance,etat_pdc,occupation_pdc,horodatage,etat_prise_type_2,etat_prise_type_combo_ccs,etat_prise_type_chademo,etat_prise_type_ef
FRCPIE67763851,en_service,libre,2025-06-05T19:27:31Z,,,,
FRCPIE69797652,en_service,libre,2025-06-05T19:30:24Z,,,,
FRCPIE69797651,en_service,libre,2025-06-05T19:30:24Z,,,,
FRCPIE65835551,en_service,libre,2025-06-06T07:19:53Z,,,,
FRCPIE65835552,en_service,libre,2025-06-06T15:19:17Z,,,,
FRCPIE65903151,en_service,libre,2025-06-06T15:10:29Z,,,,
FRCPIE65903152,en_service,libre,2025-06-06T10:25:37Z,,,,
FRCPIE64956551,hors_service,inconnu,2025-06-05T19:23:40Z,,,,
FRCPIE65067951,en_service,libre,2025-06-05T19:23:51Z,,,,
FRCPIE65067952,en_service,libre,2025-06-05T19:23:51Z,,,,
FRCPIE65115151,en_service,libre,2025-06-06T14:38:09Z,,,,
FRCPIE28368551,en_service,libre,2025-06-05T19:23:06Z,,,,
FRCPIE64951551,en_service,occupe,2025-06-06T16:44:29Z,,,,
FRCPIE64973451,en_service,libre,2025-06-05T19:23:42Z,,,,
FRCPIE64973551,hors_service,inconnu,2025-06-05T19:23:42Z,,,,
FRCPIE64973552,hors_service,inconnu,2025-06-05T19:23:42Z,,,,
FRCPIE64977551,en_service,libre,2025-06-05T19:23:39Z,,,,
FRCPIE64977552,en_service,libre,2025-06-05T19:23:39Z,,,,
FRCPIE64977651,hors_service,inconnu,2025-06-05T19:23:39Z,,,,
FRCPIE64953451,en_service,libre,2025-06-06T14:57:09Z,,,,
FRCPIE65146751,en_service,occupe,2025-06-06T13:15:19Z,,,,
FRCPIE28283451,hors_service,inconnu,2025-06-05T19:23:00Z,,,,
FRCPIE28283452,hors_service,inconnu,2025-06-05T19:23:00Z,,,,
FRCPIE28641451,en_service,libre,2025-06-05T23:45:43Z,,,,
FRCPIE28912651,hors_service,inconnu,2025-06-05T19:23:17Z,,,,
FRCPIE28912652,hors_service,inconnu,2025-06-05T19:23:17Z,,,,
FRCPIE65069051,en_service,libre,2025-06-05T19:23:17Z,,,,
FRCPIE64884851,en_service,libre,2025-06-06T14:48:52Z,,,,
FRCPIE64885351,en_service,libre,2025-06-06T11:31:15Z,,,,
FRCPIE64932351,en_service,libre,2025-06-05T19:23:38Z,,,,
FRCPIE64932352,en_service,libre,2025-06-06T15:45:33Z,,,,
FRCPIE64930451,en_service,libre,2025-06-05T19:23:38Z,,,,
FRCPIE64930452,en_service,libre,2025-06-05T19:23:38Z,,,,
FRCPIE64952551,hors_service,inconnu,2025-06-05T19:23:39Z,,,,
FRCPIE64965551,en_service,occupe,2025-06-06T16:02:07Z,,,,
FRCPIE64965552,en_service,libre,2025-06-05T19:23:41Z,,,,
FRCPIE64970151,en_service,libre,2025-06-05T19:23:41Z,,,,
FRCPIE64970152,en_service,libre,2025-06-05T19:23:41Z,,,,
FRCPIE64978351,en_service,libre,2025-06-06T15:38:06Z,,,,
FRCPIE64978352,en_service,occupe,2025-06-06T15:40:11Z,,,,
FRCPIE65019451,en_service,libre,2025-06-05T19:23:42Z,,,,
FRCPIE64993951,en_service,libre,2025-06-05T19:23:44Z,,,,
FRCPIE64993952,en_service,libre,2025-06-06T06:27:20Z,,,,
FRCPIE65050451,en_service,occupe,2025-06-05T19:23:49Z,,,,
FRCPIE65054351,inconnu,inconnu,2025-06-05T19:23:50Z,,,,
FRCPIE64990651,en_service,libre,2025-06-06T16:00:49Z,,,,
FRCPIE64990652,en_service,libre,2025-06-06T11:47:24Z,,,,
FRCPIE65062851,en_service,libre,2025-06-05T21:08:46Z,,,,
FRCPIE65219951,en_service,libre,2025-06-05T19:23:59Z,,,,
FRCPIE65219952,en_service,libre,2025-06-05T19:23:59Z,,,,
FRCPIE65247751,en_service,libre,2025-06-06T09:34:57Z,,,,
FRCPIE65247752,en_service,libre,2025-06-06T10:10:12Z,,,,
FRCPIE65268451,en_service,libre,2025-06-06T16:30:43Z,,,,
FRCPIE65268051,en_service,occupe,2025-06-06T16:57:04Z,,,,
FRCPIE65268851,en_service,libre,2025-06-06T16:26:26Z,,,,
FRCPIE65269151,en_service,libre,2025-06-06T16:28:59Z,,,,
FRCPIE65469451,inconnu,inconnu,2025-06-05T19:24:12Z,,,,
FRCPIE65286751,en_service,libre,2025-06-06T15:52:16Z,,,,
FRCPIE65286752,en_service,libre,2025-06-06T15:52:16Z,,,,
FRCPIE65305651,en_service,libre,2025-06-05T19:24:04Z,,,,
FRCPIE65305652,en_service,libre,2025-06-05T19:24:04Z,,,,
FRCPIE65334151,en_service,libre,2025-06-05T19:24:06Z,,,,
FRCPIE65334251,en_service,libre,2025-06-06T15:47:40Z,,,,
FRCPIE65334351,en_service,libre,2025-06-06T16:18:37Z,,,,
FRCPIE65268551,en_service,occupe,2025-06-06T16:01:44Z,,,,
FRCPIE65334051,en_service,libre,2025-06-06T16:42:49Z,,,,
FRCPIE65366051,en_service,libre,2025-06-05T19:24:54Z,,,,
FRCPIE65366052,en_service,libre,2025-06-05T19:24:54Z,,,,
FRCPIE65366151,en_service,libre,2025-06-05T19:24:54Z,,,,
FRCPIE65366152,en_service,libre,2025-06-05T19:24:54Z,,,,
FRCPIE65388851,en_service,libre,2025-06-06T15:58:16Z,,,,
FRCPIE65388852,en_service,libre,2025-06-06T15:06:10Z,,,,
FRCPIE65072751,en_service,libre,2025-06-06T14:22:48Z,,,,
FRCPIE65072752,en_service,libre,2025-06-05T19:23:51Z,,,,
FRCPIE65098051,en_service,libre,2025-06-06T16:34:23Z,,,,
ATHTBE1012061,en_service,libre,2025-06-06T11:17:33Z,,,,
ATHTBE1012063,en_service,libre,2025-06-06T11:17:33Z,,,,
FRCG0E000303,inconnu,inconnu,2025-06-05T02:52:01Z,,,,
FRCG0E000304,inconnu,inconnu,2025-06-05T02:52:01Z,,,,
FRCG0E000305,inconnu,inconnu,2025-06-05T02:52:01Z,,,,
FRCG0E000306,inconnu,inconnu,2025-06-05T02:52:01Z,,,,
FRCG0E000307,inconnu,inconnu,2025-06-05T02:52:01Z,,,,
FRCPIE65537351,en_service,libre,2025-06-05T19:24:13Z,,,,
FRCPIE65537352,en_service,libre,2025-06-05T19:24:13Z,,,,
FRCPIE65537551,en_service,libre,2025-06-05T19:24:13Z,,,,
FRCPIE65537552,en_service,libre,2025-06-05T19:24:13Z,,,,
FRCPIE65778351,hors_service,inconnu,2025-06-05T19:24:21Z,,,,
FRCPIE65778352,hors_service,inconnu,2025-06-05T19:24:21Z,,,,
FRCPIE65952551,en_service,libre,2025-06-05T19:24:30Z,,,,
FRCPIE65952552,en_service,libre,2025-06-05T19:24:30Z,,,,
FRCPIE65869151,en_service,libre,2025-06-05T19:24:24Z,,,,
FRCPIE65869152,en_service,libre,2025-06-05T19:24:24Z,,,,
FRCPIE65426951,en_service,libre,2025-06-05T19:24:11Z,,,,
FRCPIE65426952,en_service,libre,2025-06-05T19:24:11Z,,,,
FRCPIE67447052,inconnu,inconnu,2025-06-05T19:26:36Z,,,,
FRCPIE67447151,en_service,occupe,2025-06-06T15:54:55Z,,,,
FRCPIE67447152,en_service,occupe,2025-06-06T16:08:35Z,,,,
FRCPIE67446951,en_service,libre,2025-06-06T16:33:49Z,,,,
FRCPIE67446952,en_service,libre,2025-06-06T16:06:21Z,,,,
FRCPIE67447051,inconnu,inconnu,2025-06-05T19:26:37Z,,,,
FRCPIE66345251,hors_service,inconnu,2025-06-05T19:22:57Z,,,,
FRCPIE66345252,hors_service,inconnu,2025-06-05T19:22:57Z,,,,
FRCPIE66321652,en_service,libre,2025-06-06T15:23:49Z,,,,
FRCPIE66321651,en_service,libre,2025-06-06T15:23:49Z,,,,
FRCPIE66325851,en_service,libre,2025-06-05T19:22:57Z,,,,
FRCPIE66325852,en_service,libre,2025-06-05T19:22:57Z,,,,
FRCPIE66152951,en_service,libre,2025-06-05T19:22:58Z,,,,
FRCPIE66152952,en_service,libre,2025-06-06T10:20:44Z,,,,
FRCPIE66088751,hors_service,inconnu,2025-06-05T19:22:58Z,,,,
FRCPIE66088752,hors_service,inconnu,2025-06-05T19:22:58Z,,,,
FRCPIE66088651,en_service,libre,2025-06-06T15:42:22Z,,,,
FRCPIE66088652,en_service,libre,2025-06-06T15:42:22Z,,,,
FRCPIE66088551,en_service,libre,2025-06-06T04:58:45Z,,,,
FRCPIE66088552,en_service,libre,2025-06-06T04:58:45Z,,,,
FRCPIE66144651,en_service,libre,2025-06-06T15:03:51Z,,,,
FRCPIE66144652,en_service,libre,2025-06-06T11:16:55Z,,,,
FRCPIE66145051,en_service,libre,2025-06-06T15:15:02Z,,,,
FRCPIE66145151,en_service,libre,2025-06-06T15:33:34Z,,,,
FRCPIE66145152,en_service,libre,2025-06-05T19:22:58Z,,,,
FRCPIE66082051,en_service,libre,2025-06-05T19:22:58Z,,,,
FRCPIE66082052,en_service,libre,2025-06-06T14:56:51Z,,,,
FRCPIE65945651,en_service,libre,2025-06-06T08:41:08Z,,,,
FRCPIE65945652,en_service,libre,2025-06-05T19:22:58Z,,,,
FRCPIE65521951,en_service,libre,2025-06-05T19:22:58Z,,,,
FRCPIE65521952,en_service,libre,2025-06-05T19:22:58Z,,,,
FRCPIE65933551,en_service,libre,2025-06-06T15:43:20Z,,,,
FRCPIE65933552,en_service,libre,2025-06-06T11:58:21Z,,,,
FRCPIE66098051,en_service,libre,2025-06-06T15:20:17Z,,,,
FRCPIE66098052,en_service,libre,2025-06-05T19:22:58Z,,,,
FRCPIE66098151,en_service,libre,2025-06-05T19:22:59Z,,,,
FRCPIE66098152,en_service,libre,2025-06-05T19:22:59Z,,,,
FRCPIE66359551,en_service,libre,2025-06-05T23:12:34Z,,,,
FRCPIE66359552,en_service,libre,2025-06-05T23:12:34Z,,,,
FRCPIE66043351,hors_service,inconnu,2025-06-05T19:24:35Z,,,,
FRCPIE66043352,en_service,libre,2025-06-05T19:24:35Z,,,,
FRCPIE65353752,en_service,occupe,2025-06-06T16:25:25Z,,,,
FRCPIE65357051,en_service,libre,2025-06-06T16:52:26Z,,,,
FRCPIE65357052,en_service,occupe,2025-06-06T16:49:00Z,,,,
FRCPIE65648351,en_service,libre,2025-06-06T07:09:00Z,,,,
FRCPIE65648352,en_service,libre,2025-06-06T10:12:17Z,,,,
FRCPIE65353751,en_service,occupe,2025-06-06T16:55:43Z,,,,
FRCPIE65895451,en_service,libre,2025-06-05T19:24:27Z,,,,
FRCPIE65895452,en_service,libre,2025-06-05T19:24:27Z,,,,
FRCPIE66063951,inconnu,inconnu,2025-06-05T19:24:37Z,,,,
FRCPIE66063952,inconnu,inconnu,2025-06-05T19:24:37Z,,,,
FRCPIE66103951,en_service,libre,2025-06-05T19:24:41Z,,,,
FRCPIE66103952,en_service,libre,2025-06-05T19:24:41Z,,,,
FRCPIE64989851,en_service,libre,2025-06-06T14:57:19Z,,,,
FRCPIE64989852,en_service,libre,2025-06-06T16:45:56Z,,,,
FRCPIE64993251,en_service,libre,2025-06-06T11:40:11Z,,,,
FRCPIE65022851,en_service,occupe,2025-06-06T09:40:46Z,,,,
FRCPIE65065051,en_service,libre,2025-06-06T08:07:19Z,,,,
FRCPIE65072851,en_service,libre,2025-06-06T11:46:24Z,,,,
FRCPIE65072852,en_service,libre,2025-06-05T19:23:51Z,,,,
FRCPIE65108351,en_service,libre,2025-06-05T19:23:56Z,,,,
FRCPIE65605651,en_service,libre,2025-06-05T19:23:56Z,,,,
FRCPIE65605652,en_service,libre,2025-06-05T19:23:56Z,,,,
FRCPIE65936051,en_service,libre,2025-06-05T19:23:56Z,,,,
FRCPIE65936052,en_service,libre,2025-06-05T19:23:56Z,,,,
FRCPIE65133351,en_service,libre,2025-06-05T19:23:57Z,,,,
FRCPIE65133352,en_service,occupe,2025-06-06T11:56:57Z,,,,
FRCPIE65171551,en_service,libre,2025-06-05T19:23:58Z,,,,
FRCPIE65171552,en_service,libre,2025-06-05T19:23:58Z,,,,
FRCPIE65186151,en_service,libre,2025-06-05T19:23:58Z,,,,
FRCPIE65186152,hors_service,inconnu,2025-06-05T19:23:58Z,,,,
FRCPIE65460251,en_service,libre,2025-06-06T11:57:32Z,,,,
FRCPIE65460252,en_service,libre,2025-06-06T16:59:45Z,,,,
FRCPIE65279151,en_service,libre,2025-06-06T15:24:21Z,,,,
FRCPIE65279152,en_service,libre,2025-06-06T13:53:22Z,,,,
FRCPIE65286051,en_service,libre,2025-06-06T16:32:31Z,,,,
FRCPIE65286052,en_service,libre,2025-06-06T10:04:54Z,,,,
FRCPIE65282051,en_service,libre,2025-06-06T05:28:46Z,,,,
FRCPIE65282052,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65284551,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65284552,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65449251,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65449252,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65803751,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65803752,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65804051,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65297851,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65297852,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65297952,en_service,libre,2025-06-06T07:11:02Z,,,,
FRCPIE65605351,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65605352,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65605451,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65605452,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65297951,en_service,libre,2025-06-05T19:24:03Z,,,,
FRCPIE65302951,en_service,libre,2025-06-05T19:24:04Z,,,,
FRCPIE65302952,en_service,libre,2025-06-06T16:17:50Z,,,,
FRCPIE65427051,en_service,libre,2025-06-05T19:24:04Z,,,,
FRCPIE65427052,en_service,libre,2025-06-05T19:24:04Z,,,,
FRCPIE65305551,hors_service,inconnu,2025-06-05T19:24:04Z,,,,
FRCPIE65305552,inconnu,inconnu,2025-06-06T12:08:04Z,,,,
FRCPIE65343651,en_service,libre,2025-06-05T19:24:06Z,,,,
FRCPIE65343652,en_service,libre,2025-06-05T19:24:06Z,,,,
FRCPIE65579351,en_service,libre,2025-06-05T19:24:06Z,,,,
FRCPIE65579352,en_service,libre,2025-06-05T19:24:06Z,,,,
FRCPIE65579451,en_service,libre,2025-06-06T16:27:35Z,,,,
FRCPIE65579452,en_service,libre,2025-06-05T19:24:06Z,,,,
FRCPIE65577952,en_service,libre,2025-06-05T19:24:06Z,,,,
FRCPIE65578051,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65578052,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65578751,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65578752,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65577851,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65577852,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65579751,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65577951,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65578451,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65579752,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65344452,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65577751,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65577752,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65578651,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65578652,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65344451,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65578151,en_service,libre,2025-06-06T14:11:43Z,,,,
FRCPIE65578251,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65345351,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65345352,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE66238851,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE66238852,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE66238951,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE66238952,en_service,libre,2025-06-06T09:22:54Z,,,,
FRCPIE66239051,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE66239052,en_service,libre,2025-06-05T19:24:07Z,,,,
FRCPIE65369551,en_service,libre,2025-06-06T09:25:04Z,,,,
FRCPIE65369552,en_service,libre,2025-06-06T16:46:35Z,,,,
FRCPIE65380951,en_service,libre,2025-06-06T15:53:51Z,,,,
FRCPIE65402151,en_service,occupe,2025-06-06T16:55:15Z,,,,
FRCPIE65402152,en_service,libre,2025-06-06T15:36:27Z,,,,
FRCPIE65402051,hors_service,inconnu,2025-06-05T19:24:09Z,,,,
FRCPIE65402052,hors_service,inconnu,2025-06-05T19:24:09Z,,,,
FRCPIE65409951,en_service,libre,2025-06-05T19:24:10Z,,,,
FRCPIE65409952,en_service,libre,2025-06-05T19:24:10Z,,,,
FRCPIE66275051,en_service,libre,2025-06-05T19:24:10Z,,,,
FRCPIE66275052,en_service,libre,2025-06-05T19:24:10Z,,,,
FRCPIE66275151,en_service,libre,2025-06-05T19:24:10Z,,,,
FRCPIE66275152,en_service,libre,2025-06-05T19:24:10Z,,,,
FRCPIE65410551,hors_service,inconnu,2025-06-05T19:24:10Z,,,,
FRCPIE65410552,hors_service,inconnu,2025-06-05T19:24:10Z,,,,
FRCPIE65410851,en_service,occupe,2025-06-06T15:31:27Z,,,,
FRCPIE65410852,en_service,libre,2025-06-06T16:53:18Z,,,,
FRCPIE65422951,en_service,libre,2025-06-05T19:24:11Z,,,,
FRCPIE65422952,en_service,libre,2025-06-05T19:24:11Z,,,,
FRCPIE65434551,en_service,occupe,2025-06-06T16:59:38Z,,,,
FRCPIE65434552,en_service,occupe,2025-06-06T16:20:15Z,,,,
FRCPIE65437851,en_service,libre,2025-06-06T15:03:31Z,,,,
FRCPIE65437852,en_service,libre,2025-06-06T15:56:47Z,,,,
FRCPIE65437951,en_service,libre,2025-06-06T15:40:22Z,,,,
FRCPIE65437952,en_service,libre,2025-06-06T10:14:57Z,,,,
FRCPIE65509651,en_service,libre,2025-06-06T14:17:55Z,,,,
FRCPIE65509652,en_service,libre,2025-06-05T19:24:13Z,,,,
FRCPIE66107651,en_service,libre,2025-06-05T19:24:13Z,,,,
FRCPIE66107652,en_service,libre,2025-06-06T15:57:45Z,,,,
FRCPIE65517151,hors_service,inconnu,2025-06-05T19:24:13Z,,,,
FRCPIE65517152,hors_service,inconnu,2025-06-05T19:24:13Z,,,,
FRCPIE65573551,en_service,libre,2025-06-06T15:48:04Z,,,,
FRCPIE65573552,en_service,libre,2025-06-06T10:29:50Z,,,,
FRCPIE66095551,en_service,occupe,2025-06-06T14:04:26Z,,,,
FRCPIE66095552,en_service,libre,2025-06-06T14:27:55Z,,,,
FRCPIE65588851,en_service,libre,2025-06-06T10:28:06Z,,,,
FRCPIE65588852,en_service,libre,2025-06-05T19:24:16Z,,,,
FRCPIE65619651,en_service,libre,2025-06-06T06:25:10Z,,,,
FRCPIE65619652,en_service,libre,2025-06-06T06:25:10Z,,,,
FRCPIE65621551,en_service,libre,2025-06-06T10:01:59Z,,,,
FRCPIE65621552,en_service,libre,2025-06-05T19:24:17Z,,,,
FRCPIE65655651,en_service,libre,2025-06-06T16:02:40Z,,,,
FRCPIE65655652,en_service,occupe,2025-06-06T13:37:05Z,,,,
FRCPIE65660951,en_service,libre,2025-06-06T15:43:48Z,,,,
FRCPIE65660952,en_service,libre,2025-06-06T13:48:51Z,,,,
FRCPIE65661051,en_service,libre,2025-06-06T16:54:46Z,,,,
FRCPIE65661052,en_service,libre,2025-06-06T15:27:14Z,,,,
FRCPIE65665651,inconnu,inconnu,2025-06-06T07:46:03Z,,,,
FRCPIE65665652,inconnu,inconnu,2025-06-06T07:46:03Z,,,,
FRCPIE65671351,inconnu,inconnu,2025-06-05T19:24:18Z,,,,
FRCPIE65671352,inconnu,inconnu,2025-06-05T19:24:18Z,,,,
FRCPIE65672051,en_service,libre,2025-06-05T19:24:18Z,,,,
FRCPIE65672052,en_service,libre,2025-06-05T19:24:18Z,,,,
FRCPIE66424751,en_service,libre,2025-06-05T19:24:18Z,,,,
FRCPIE66424752,en_service,libre,2025-06-05T19:24:18Z,,,,
FRCPIE65674551,en_service,libre,2025-06-05T19:24:18Z,,,,
FRCPIE65674552,en_service,libre,2025-06-05T19:24:18Z,,,,
FRCPIE65675251,inconnu,inconnu,2025-06-05T20:30:03Z,,,,
FRCPIE65675252,en_service,libre,2025-06-06T10:06:03Z,,,,
FRCPIE65702751,en_service,libre,2025-06-05T19:24:19Z,,,,
FRCPIE65702752,en_service,libre,2025-06-05T19:24:19Z,,,,
FRCPIE65704552,en_service,libre,2025-06-05T19:24:19Z,,,,
FRCPIE65704451,en_service,libre,2025-06-05T19:24:19Z,,,,
FRCPIE65704452,en_service,libre,2025-06-05T19:24:19Z,,,,
FRCPIE65704551,en_service,libre,2025-06-05T19:24:19Z,,,,
FRCPIE65711551,en_service,libre,2025-06-05T19:24:19Z,,,,
FRCPIE65711552,en_service,libre,2025-06-05T19:24:19Z,,,,
FRCPIE65711851,inconnu,inconnu,2025-06-05T19:24:19Z,,,,
FRCPIE65711852,inconnu,inconnu,2025-06-05T19:24:20Z,,,,
FRCPIE65713251,en_service,libre,2025-06-05T19:24:20Z,,,,
FRCPIE65713252,en_service,libre,2025-06-05T19:24:20Z,,,,
FRCPIE65713351,hors_service,inconnu,2025-06-05T19:24:20Z,,,,
FRCPIE65713352,inconnu,inconnu,2025-06-05T19:24:20Z,,,,
FRCPIE65713651,inconnu,inconnu,2025-06-06T07:52:02Z,,,,
FRCPIE65713652,inconnu,inconnu,2025-06-06T07:52:02Z,,,,
FRCPIE65713451,hors_service,inconnu,2025-06-05T19:24:20Z,,,,
FRCPIE65713452,hors_service,inconnu,2025-06-05T19:24:20Z,,,,
FRCPIE65757851,en_service,libre,2025-06-05T19:24:20Z,,,,
FRCPIE65757852,en_service,libre,2025-06-05T19:24:20Z,,,,
FRCPIE65768351,en_service,libre,2025-06-05T19:24:20Z,,,,
FRCPIE65768352,en_service,libre,2025-06-05T19:24:20Z,,,,
FRCPIE65769651,en_service,libre,2025-06-05T19:24:21Z,,,,
FRCPIE65769652,en_service,libre,2025-06-05T19:24:21Z,,,,
FRCPIE65769851,en_service,libre,2025-06-06T15:35:53Z,,,,
FRCPIE65769852,en_service,libre,2025-06-06T15:35:53Z,,,,
FRCPIE65779352,en_service,libre,2025-06-05T19:24:21Z,,,,
FRCPIE65779351,en_service,libre,2025-06-05T19:24:21Z,,,,
FRCPIE65794051,en_service,libre,2025-06-05T19:24:22Z,,,,
FRCPIE65794052,en_service,libre,2025-06-05T19:24:22Z,,,,
FRCPIE65798851,en_service,libre,2025-06-05T19:24:22Z,,,,
FRCPIE65798951,en_service,libre,2025-06-05T19:24:22Z,,,,
FRCPIE65798952,en_service,occupe,2025-06-06T16:19:42Z,,,,
FRCPIE65799051,en_service,libre,2025-06-06T16:08:14Z,,,,
FRCPIE65799052,en_service,libre,2025-06-06T16:08:14Z,,,,
FRCPIE65799551,en_service,libre,2025-06-05T19:24:22Z,,,,
FRCPIE65799552,en_service,libre,2025-06-06T15:59:07Z,,,,
FRCPIE65799651,en_service,libre,2025-06-05T19:24:22Z,,,,
FRCPIE65799652,en_service,libre,2025-06-06T15:14:52Z,,,,
FRCPIE65803552,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE65605251,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE65605252,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE65803551,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE65804252,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE65804351,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE65804352,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE65804251,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE67210651,en_service,libre,2025-06-05T19:26:18Z,,,,
FRCPIE67210652,en_service,libre,2025-06-06T10:11:35Z,,,,
FRCPIE67211452,en_service,libre,2025-06-06T13:08:03Z,,,,
FRCPIE67211451,en_service,occupe,2025-06-06T11:42:30Z,,,,
FRCPIE65805951,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE65805952,hors_service,inconnu,2025-06-05T19:24:22Z,,,,
FRCPIE65807651,inconnu,inconnu,2025-06-06T11:02:03Z,,,,
FRCPIE65807652,inconnu,inconnu,2025-06-06T11:02:03Z,,,,
FRCPIE66200051,en_service,libre,2025-06-05T19:24:44Z,,,,
FRCPIE66200052,en_service,libre,2025-06-05T19:24:44Z,,,,
FRCPIE65820051,hors_service,inconnu,2025-06-05T19:24:23Z,,,,
FRCPIE65820052,hors_service,inconnu,2025-06-05T19:24:23Z,,,,
FRCPIE65820651,inconnu,inconnu,2025-06-06T10:32:03Z,,,,
FRCPIE65820652,inconnu,inconnu,2025-06-06T10:32:03Z,,,,
FRCPIE65820751,en_service,libre,2025-06-06T08:23:40Z,,,,
FRCPIE65820752,en_service,libre,2025-06-05T19:24:23Z,,,,
FRCPIE65823951,hors_service,inconnu,2025-06-05T19:24:23Z,,,,
FRCPIE65823952,hors_service,inconnu,2025-06-05T19:24:23Z,,,,
FRCPIE65843351,en_service,libre,2025-06-05T19:24:23Z,,,,
FRCPIE65843352,en_service,libre,2025-06-05T19:24:23Z,,,,
FRCPIE65857151,hors_service,inconnu,2025-06-05T19:24:23Z,,,,
FRCPIE65857152,en_service,libre,2025-06-05T19:24:23Z,,,,
FRCPIE65857651,inconnu,inconnu,2025-06-06T08:38:04Z,,,,
FRCPIE65857652,hors_service,inconnu,2025-06-05T19:24:24Z,,,,
FRCPIE65866351,en_service,libre,2025-06-05T19:24:24Z,,,,
FRCPIE65866352,en_service,libre,2025-06-05T19:24:24Z,,,,
FRCPIE65866851,hors_service,inconnu,2025-06-05T19:24:24Z,,,,
FRCPIE65866852,hors_service,inconnu,2025-06-05T19:24:24Z,,,,
FRCPIE65885551,en_service,libre,2025-06-05T19:24:25Z,,,,
FRCPIE65885552,en_service,libre,2025-06-05T19:24:25Z,,,,
FRCPIE65889951,inconnu,inconnu,2025-06-05T19:24:26Z,,,,
FRCPIE65889952,inconnu,inconnu,2025-06-05T19:24:26Z,,,,
FRCPIE65891251,en_service,libre,2025-06-05T19:24:26Z,,,,
FRCPIE65891252,en_service,libre,2025-06-05T19:24:26Z,,,,
FRCPIE65892651,en_service,libre,2025-06-05T19:24:26Z,,,,
FRCPIE65892652,en_service,libre,2025-06-05T19:24:26Z,,,,
FRCPIE65894652,en_service,libre,2025-06-05T19:24:26Z,,,,
FRCPIE65894651,en_service,libre,2025-06-05T19:24:26Z,,,,
FRCPIE65896952,en_service,libre,2025-06-05T19:24:27Z,,,,
FRCPIE65896951,en_service,libre,2025-06-05T19:24:27Z,,,,
FRCPIE65897351,en_service,libre,2025-06-05T19:24:27Z,,,,
FRCPIE65897352,en_service,libre,2025-06-05T19:24:27Z,,,,
FRCPIE65897451,hors_service,inconnu,2025-06-05T19:24:27Z,,,,
FRCPIE65897452,hors_service,inconnu,2025-06-05T19:24:27Z,,,,
FRCPIE65897551,en_service,libre,2025-06-05T19:24:27Z,,,,
FRCPIE65897552,en_service,libre,2025-06-05T19:24:27Z,,,,
