id_pdc_itinerance,etat_pdc,occupation_pdc,horodatage,etat_prise_type_2,etat_prise_type_combo_ccs,etat_prise_type_chademo,etat_prise_type_ef
FRBPEE3EA0410206,en_service,libre,2025-06-06T12:52:47Z,,,,
FRBPEE3EA0410205,en_service,libre,2025-06-06T12:33:21Z,,,,
FRBPEE3EA0410102,en_service,libre,2025-06-06T11:31:31Z,,,,
FRBPEE3EA0140306,en_service,libre,2025-06-06T11:31:51Z,,,,
FRBPEE3EA0140305,en_service,libre,2025-06-06T16:43:28Z,,,,
FRBPEE3EA0140408,en_service,libre,2025-06-06T13:12:04Z,,,,
FRBPEE3EA0140407,en_service,libre,2025-06-06T14:06:11Z,,,,
FRBPEE3EA0140102,en_service,libre,2025-06-06T11:31:51Z,,,,
FRBPEE3EA0140101,en_service,libre,2025-06-06T11:31:52Z,,,,
FRBPEE3EA0140204,en_service,libre,2025-06-06T11:31:52Z,,,,
FRBPEE3EA0140203,en_service,libre,2025-06-06T16:02:54Z,,,,
FRBPEE3EA0140409,en_service,libre,2025-06-06T11:31:52Z,,,,
FRBPEE3EA0121227,en_service,libre,2025-06-06T16:19:17Z,,,,
FRBPEE3EA0120921,en_service,libre,2025-06-06T11:32:43Z,,,,
FRBPEE3EA0120204,en_service,libre,2025-06-06T12:04:10Z,,,,
FRBPEE3EA0120612,en_service,occupe,2025-06-06T16:10:23Z,,,,
FRBPEE3EA0120409,en_service,libre,2025-06-06T11:32:43Z,,,,
FRBPEE3EA0120920,en_service,libre,2025-06-06T11:32:43Z,,,,
FRBPEE3EA0120715,en_service,libre,2025-06-06T11:32:43Z,,,,
FRBPEE3EA0120818,en_service,libre,2025-06-06T11:32:43Z,,,,
FRBPEE3EA0121228,en_service,libre,2025-06-06T16:56:24Z,,,,
FRBPEE3EA0120103,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121226,en_service,libre,2025-06-06T16:19:24Z,,,,
FRBPEE3EA0120919,en_service,occupe,2025-06-06T16:25:14Z,,,,
FRBPEE3EA0120306,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0120613,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0120511,en_service,libre,2025-06-06T11:59:54Z,,,,
FRBPEE3EA0120817,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0120205,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0120714,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0120510,en_service,libre,2025-06-06T10:49:26Z,,,,
FRBPEE3EA0120816,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0120408,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121942,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122350,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121124,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121840,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122248,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121431,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121738,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121839,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121636,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121635,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122553,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121737,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122349,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122247,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121125,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121022,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122656,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121432,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122554,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122145,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121941,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121023,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122655,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122146,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121534,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122043,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122452,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0122451,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121330,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121533,en_service,occupe,2025-06-06T15:43:14Z,,,,
FRBPEE3EA0122044,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0121329,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0120307,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0120101,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0120102,en_service,libre,2025-06-06T11:32:44Z,,,,
FRBPEE3EA0380407,en_service,libre,2025-06-06T16:37:53Z,,,,
FRBPEE3EA0380102,en_service,libre,2025-06-06T11:32:06Z,,,,
FRBPEE3EA0380204,en_service,libre,2025-06-06T15:31:23Z,,,,
FRBPEE3EA0380203,en_service,libre,2025-06-06T15:31:24Z,,,,
FRBPEE3EA0380101,en_service,libre,2025-06-06T11:32:06Z,,,,
FRBPEE3EA0380408,en_service,libre,2025-06-06T14:40:52Z,,,,
FRBPEE3EA0380305,en_service,libre,2025-06-06T16:02:26Z,,,,
FRBPEE3EA0380306,en_service,libre,2025-06-06T14:08:49Z,,,,
FRBPEE3EA0380510,en_service,libre,2025-06-06T11:32:06Z,,,,
FRBPEE3EA0380512,en_service,libre,2025-06-06T11:32:06Z,,,,
FRBPEE3EA0380511,en_service,libre,2025-06-06T14:43:12Z,,,,
FRBPEE3EA0380509,en_service,libre,2025-06-06T11:32:06Z,,,,
FRBPEE3EA0163446,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0163648,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0165668,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0161117,en_service,occupe,2025-06-06T16:30:24Z,,,,
FRBPEE3EA0161016,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0160811,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0160913,en_service,occupe,2025-06-06T16:00:01Z,,,,
FRBPEE3EA0161729,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0160303,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0165163,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0161423,en_service,libre,2025-06-06T14:58:24Z,,,,
FRBPEE3EA0161322,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0164355,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0160202,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0160506,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0163850,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0160812,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0161526,en_service,libre,2025-06-06T16:58:20Z,,,,
FRBPEE3EA0161525,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0162840,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0165870,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0163345,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0164052,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0162032,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0163143,en_service,libre,2025-06-06T11:32:09Z,,,,
FRBPEE3EA0161220,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0161628,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0164254,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0164658,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0163951,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0163042,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0163547,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0163244,en_service,libre,2025-06-06T14:19:41Z,,,,
FRBPEE3EA0165567,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0160607,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0160101,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0161424,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0163749,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0166274,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0166173,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0161015,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0161321,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0164153,en_service,libre,2025-06-06T14:36:36Z,,,,
FRBPEE3EA0160608,en_service,libre,2025-06-06T14:36:25Z,,,,
FRBPEE3EA0161931,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0165062,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0161219,en_service,occupe,2025-06-06T16:58:50Z,,,,
FRBPEE3EA0161627,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0165769,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0161118,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0161830,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0162234,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0164860,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0164456,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0165365,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0162941,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0165264,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0166072,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0162133,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0164759,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0165466,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0164961,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0164557,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0162436,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0160914,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0162335,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0165971,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0160404,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0160710,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0160709,en_service,libre,2025-06-06T11:32:10Z,,,,
FRBPEE3EA0160505,en_service,libre,2025-06-06T14:46:43Z,,,,
FRBPEE3EA0140715,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141020,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0140919,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0140918,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0140817,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141123,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0140714,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0140613,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0140612,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141021,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0140816,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141122,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142040,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142653,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142652,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142551,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141938,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141224,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141632,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141837,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141531,en_service,libre,2025-06-06T16:23:04Z,,,,
FRBPEE3EA0141225,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142142,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0140511,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141530,en_service,libre,2025-06-06T16:46:32Z,,,,
FRBPEE3EA0142041,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141633,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142449,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142143,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142550,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142245,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0140510,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141939,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141429,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141327,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141326,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142755,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0142244,en_service,libre,2025-06-06T11:32:13Z,,,,
FRBPEE3EA0141836,en_service,libre,2025-06-06T11:32:14Z,,,,
FRBPEE3EA0141428,en_service,libre,2025-06-06T11:32:14Z,,,,
FRBPEE3EA0142448,en_service,libre,2025-06-06T11:32:14Z,,,,
FRBPEE3EA0142347,en_service,libre,2025-06-06T11:32:14Z,,,,
FRBPEE3EA0141734,en_service,libre,2025-06-06T11:32:14Z,,,,
FRBPEE3EA0141735,en_service,libre,2025-06-06T11:32:14Z,,,,
FRBPEE3EA0142754,en_service,libre,2025-06-06T11:32:14Z,,,,
FRBPEE3EA0142346,en_service,libre,2025-06-06T11:32:14Z,,,,
FRBPEE3EA0151522,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0150103,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0150204,en_service,libre,2025-06-06T16:56:03Z,,,,
FRBPEE3EA0150612,en_service,libre,2025-06-06T16:01:19Z,,,,
FRBPEE3EA0151421,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0150714,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0150613,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0150409,en_service,occupe,2025-06-06T16:06:09Z,,,,
FRBPEE3EA0150408,en_service,libre,2025-06-06T15:38:01Z,,,,
FRBPEE3EA0150307,en_service,libre,2025-06-06T16:30:44Z,,,,
FRBPEE3EA0150916,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0151320,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0151724,en_service,libre,2025-06-06T16:14:24Z,,,,
FRBPEE3EA0151118,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0151623,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0151017,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0150102,en_service,libre,2025-06-06T16:37:29Z,,,,
FRBPEE3EA0151219,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0150205,en_service,libre,2025-06-06T16:02:01Z,,,,
FRBPEE3EA0151825,en_service,libre,2025-06-06T11:32:38Z,,,,
FRBPEE3EA0150306,en_service,libre,2025-06-06T16:13:31Z,,,,
FRBPEE3EA0150101,en_service,occupe,2025-06-06T16:52:44Z,,,,
FRBPEE3EA0150815,en_service,libre,2025-06-06T11:32:39Z,,,,
FRBPEE3EA0150511,en_service,libre,2025-06-06T16:17:38Z,,,,
FRBPEE3EA0150510,en_service,libre,2025-06-06T15:58:57Z,,,,
FRBPEE3EA0060407,en_service,occupe,2025-06-06T16:42:17Z,,,,
FRBPEE3EA0061530,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0060306,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061325,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061224,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061019,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0060918,en_service,libre,2025-06-06T14:16:40Z,,,,
FRBPEE3EA0060510,en_service,libre,2025-06-06T14:16:02Z,,,,
FRBPEE3EA0060204,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061020,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0060612,en_service,libre,2025-06-06T16:34:40Z,,,,
FRBPEE3EA0060611,en_service,libre,2025-06-06T16:35:19Z,,,,
FRBPEE3EA0060714,en_service,libre,2025-06-06T15:24:36Z,,,,
FRBPEE3EA0060917,en_service,libre,2025-06-06T14:16:40Z,,,,
FRBPEE3EA0061121,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061631,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0060816,en_service,libre,2025-06-06T13:28:27Z,,,,
FRBPEE3EA0061428,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0060305,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061632,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061122,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061326,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0060408,en_service,libre,2025-06-06T15:46:57Z,,,,
FRBPEE3EA0060102,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0060101,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061529,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0060509,en_service,libre,2025-06-06T14:16:02Z,,,,
FRBPEE3EA0061427,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0061223,en_service,libre,2025-06-06T11:32:49Z,,,,
FRBPEE3EA0060203,en_service,libre,2025-06-06T11:54:49Z,,,,
FRBPEE3EA0060713,en_service,libre,2025-06-06T12:18:54Z,,,,
FRBPEE3EA0060815,en_service,libre,2025-06-06T13:44:01Z,,,,
FRBPEE3EA0240101,en_service,libre,2025-06-06T11:32:50Z,,,,
FRBPEE3EA0241019,en_service,libre,2025-06-06T11:32:50Z,,,,
FRBPEE3EA0240917,en_service,libre,2025-06-06T15:52:22Z,,,,
FRBPEE3EA0240714,en_service,libre,2025-06-06T11:32:50Z,,,,
FRBPEE3EA0240815,en_service,libre,2025-06-06T11:32:50Z,,,,
FRBPEE3EA0240713,en_service,libre,2025-06-06T11:32:50Z,,,,
FRBPEE3EA0240408,en_service,libre,2025-06-06T11:32:50Z,,,,
FRBPEE3EA0240612,en_service,occupe,2025-06-06T15:22:43Z,,,,
FRBPEE3EA0240611,en_service,libre,2025-06-06T11:32:50Z,,,,
FRBPEE3EA0240102,en_service,occupe,2025-06-06T15:11:05Z,,,,
FRBPEE3EA0240918,en_service,libre,2025-06-06T11:32:50Z,,,,
FRBPEE3EA0240407,en_service,libre,2025-06-06T11:32:50Z,,,,
FRBPEE3EA0240510,en_service,libre,2025-06-06T11:32:51Z,,,,
FRBPEE3EA0240204,en_service,libre,2025-06-06T11:32:51Z,,,,
FRBPEE3EA0240816,en_service,libre,2025-06-06T11:32:51Z,,,,
FRBPEE3EA0240509,en_service,libre,2025-06-06T11:32:51Z,,,,
FRBPEE3EA0241020,en_service,libre,2025-06-06T11:32:51Z,,,,
FRBPEE3EA0240305,en_service,libre,2025-06-06T11:32:51Z,,,,
FRBPEE3EA0240306,en_service,libre,2025-06-06T11:32:51Z,,,,
FRBPEE3EA0240203,en_service,libre,2025-06-06T11:32:51Z,,,,
FRBPEE3EA0124798,en_service,libre,2025-06-06T11:44:00Z,,,,
FRBPEE3EA0124287,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124491,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0123471,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124186,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124492,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124390,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124389,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124594,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124797,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124593,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124288,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0123472,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124084,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0123676,en_service,libre,2025-06-06T15:44:10Z,,,,
FRBPEE3EA0124083,en_service,occupe,2025-06-06T16:46:29Z,,,,
FRBPEE3EA0123778,en_service,occupe,2025-06-06T16:28:57Z,,,,
FRBPEE3EA0123777,en_service,libre,2025-06-06T16:26:00Z,,,,
FRBPEE3EA0124695,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124696,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0123982,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0123981,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0123573,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0123574,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0123880,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0123675,en_service,libre,2025-06-06T15:30:17Z,,,,
FRBPEE3EA0123879,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0124185,en_service,libre,2025-06-06T11:33:05Z,,,,
FRBPEE3EA0340307,en_service,libre,2025-06-06T11:35:12Z,,,,
FRBPEE3EA0340103,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340613,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340410,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340409,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340101,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340614,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340308,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340104,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340206,en_service,libre,2025-06-06T15:37:01Z,,,,
FRBPEE3EA0340205,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340512,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340511,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0340102,en_service,libre,2025-06-06T11:33:07Z,,,,
FRBPEE3EA0122859,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0122757,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0122758,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0123369,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0123370,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0122961,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0122860,en_service,libre,2025-06-06T14:42:12Z,,,,
FRBPEE3EA0123166,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0123165,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0123064,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0123063,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0123268,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0123267,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0122962,en_service,libre,2025-06-06T11:34:00Z,,,,
FRBPEE3EA0200205,en_service,libre,2025-06-06T11:37:27Z,,,,
FRBPEE3EA0200204,en_service,libre,2025-06-06T11:37:27Z,,,,
FRBPEE3EA0210305,inconnu,inconnu,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0210407,inconnu,inconnu,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0210204,inconnu,inconnu,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0210102,inconnu,inconnu,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0210306,inconnu,inconnu,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0210409,inconnu,inconnu,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0210408,inconnu,inconnu,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0210203,inconnu,inconnu,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0210101,inconnu,inconnu,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0330205,en_service,libre,2025-06-06T14:20:45Z,,,,
FRBPEE3EA0330102,en_service,libre,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0330308,en_service,libre,2025-06-06T14:07:45Z,,,,
FRBPEE3EA0330307,hors_service,inconnu,2025-06-06T17:00:01Z,,,,
FRBPEE3EA0330104,en_service,libre,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0330103,en_service,libre,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0330101,en_service,libre,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0330206,en_service,libre,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0330409,en_service,libre,2025-06-06T11:35:11Z,,,,
FRBPEE3EA0200409,en_service,libre,2025-06-06T11:37:24Z,,,,
FRBPEE3EA0200408,en_service,libre,2025-06-06T11:37:24Z,,,,
FRBPEE3EA0200613,en_service,libre,2025-06-06T11:37:24Z,,,,
FRBPEE3EA0200612,en_service,libre,2025-06-06T11:37:24Z,,,,
FRBPEE3EA0200306,en_service,libre,2025-06-06T11:37:24Z,,,,
